[buoy_visualizer-5] [INFO] [1771741073.372308216] [buoy_visualizer]: Buoy visualizer node started
[buoy_visualizer-5] [INFO] [1771741075.576805046] [buoy_visualizer]: Buoy 7: range=12.10m, bearing=-9.6°, position=(11.93, -2.02), confidence=0.50
[buoy_visualizer-5] [INFO] [1771741075.578210234] [buoy_visualizer]: Published 8 buoy markers
[buoy_visualizer-5] [INFO] [1771741075.669756880] [buoy_visualizer]: Buoy 0: range=12.35m, bearing=-19.9°, position=(11.62, -4.20), confidence=0.62
[buoy_visualizer-5] [INFO] [1771741075.670685105] [buoy_visualizer]: Buoy 1: range=1.28m, bearing=14.1°, position=(1.24, 0.31), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.671491146] [buoy_visualizer]: Buoy 2: range=0.32m, bearing=-164.4°, position=(-0.31, -0.09), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.672307556] [buoy_visualizer]: Buoy 3: range=8.46m, bearing=37.1°, position=(6.75, 5.10), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.673099356] [buoy_visualizer]: Buoy 4: range=12.04m, bearing=-7.7°, position=(11.93, -1.61), confidence=0.88
[buoy_visualizer-5] [INFO] [1771741075.673850930] [buoy_visualizer]: Buoy 5: range=6.94m, bearing=45.4°, position=(4.87, 4.94), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.674957600] [buoy_visualizer]: Buoy 6: range=6.48m, bearing=-4.8°, position=(6.46, -0.55), confidence=0.38
[buoy_visualizer-5] [INFO] [1771741075.675785659] [buoy_visualizer]: Buoy 7: range=8.17m, bearing=16.3°, position=(7.84, 2.29), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.677154492] [buoy_visualizer]: Published 8 buoy markers
[buoy_visualizer-5] [INFO] [1771741075.786386550] [buoy_visualizer]: Buoy 0: range=0.32m, bearing=-165.0°, position=(-0.31, -0.08), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.788251067] [buoy_visualizer]: Buoy 1: range=6.56m, bearing=36.8°, position=(5.25, 3.93), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.790060539] [buoy_visualizer]: Buoy 2: range=1.37m, bearing=19.7°, position=(1.29, 0.46), confidence=1.00
[buoy_visualizer-5] [INFO] [1771741075.791527843] [buoy_visualizer]: Buoy 3: range=12.39m, bearing=-19.0°, position=(11.72, -4.02), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.792946279] [buoy_visualizer]: Buoy 4: range=8.46m, bearing=37.1°, position=(6.75, 5.10), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.793996914] [buoy_visualizer]: Buoy 5: range=12.04m, bearing=-7.7°, position=(11.93, -1.61), confidence=0.88
[buoy_visualizer-5] [INFO] [1771741075.794907730] [buoy_visualizer]: Buoy 6: range=8.22m, bearing=6.5°, position=(8.16, 0.94), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.795892696] [buoy_visualizer]: Buoy 7: range=9.61m, bearing=29.0°, position=(8.41, 4.66), confidence=0.75
[buoy_visualizer-5] [INFO] [1771741075.796873982] [buoy_visualizer]: Buoy 8: range=8.32m, bearing=26.3°, position=(7.46, 3.68), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.798051761] [buoy_visualizer]: Buoy 9: range=6.92m, bearing=47.0°, position=(4.72, 5.06), confidence=0.50
[buoy_visualizer-5] [INFO] [1771741075.799003636] [buoy_visualizer]: Buoy 10: range=8.17m, bearing=16.3°, position=(7.84, 2.29), confidence=0.25
[buoy_visualizer-5] [INFO] [1771741075.800046974] [buoy_visualizer]: Buoy 11: range=7.26m, bearing=-9.4°, position=(7.16, -1.19), confidence=0.75
[buoy_visualizer-5] [INFO] [1771741075.801994504] [buoy_visualizer]: Published 12 buoy markers
